"LOCATION","INDICATOR","SUBJECT","MEASURE","FREQUENCY","TIME","Value","Flag Codes"
"GBR","CPI","TOT","AGRWTH","A","2016",1,
"GBR","CPI","TOT","AGRWTH","A","2017",2.6,
"GBR","CPI","TOT","AGRWTH","A","2018",2.3,
"USA","CPI","TOT","AGRWTH","A","2000",3.376857,
"USA","CPI","TOT","AGRWTH","A","2001",2.826171,
"USA","CPI","TOT","AGRWTH","A","2002",1.586032,
"USA","CPI","TOT","AGRWTH","A","2003",2.270095,
"USA","CPI","TOT","AGRWTH","A","2004",2.677237,
"USA","CPI","TOT","AGRWTH","A","2005",3.392747,
"USA","CPI","TOT","AGRWTH","A","2006",3.225944,
"USA","CPI","TOT","AGRWTH","A","2007",2.852673,
"USA","CPI","TOT","AGRWTH","A","2008",3.8391,
"USA","CPI","TOT","AGRWTH","A","2009",-0.3555463,
"USA","CPI","TOT","AGRWTH","A","2010",1.640043,
"USA","CPI","TOT","AGRWTH","A","2011",3.156842,
"USA","CPI","TOT","AGRWTH","A","2012",2.069337,
"USA","CPI","TOT","AGRWTH","A","2013",1.464833,
"USA","CPI","TOT","AGRWTH","A","2014",1.622223,
"USA","CPI","TOT","AGRWTH","A","2015",0.1186271,
"USA","CPI","TOT","AGRWTH","A","2016",1.261583,
"USA","CPI","TOT","AGRWTH","A","2017",2.13011,
"USA","CPI","TOT","AGRWTH","A","2018",2.442583,
"BRA","CPI","TOT","AGRWTH","A","2000",7.044141,
"BRA","CPI","TOT","AGRWTH","A","2001",6.840359,
"BRA","CPI","TOT","AGRWTH","A","2002",8.450165,
"BRA","CPI","TOT","AGRWTH","A","2003",14.71492,
"BRA","CPI","TOT","AGRWTH","A","2004",6.597185,
"BRA","CPI","TOT","AGRWTH","A","2005",6.869537,
"BRA","CPI","TOT","AGRWTH","A","2006",4.183568,
"BRA","CPI","TOT","AGRWTH","A","2007",3.641273,
"BRA","CPI","TOT","AGRWTH","A","2008",5.678594,
"BRA","CPI","TOT","AGRWTH","A","2009",4.888035,
"BRA","CPI","TOT","AGRWTH","A","2010",5.038727,
"BRA","CPI","TOT","AGRWTH","A","2011",6.636369,
"BRA","CPI","TOT","AGRWTH","A","2012",5.403553,
"BRA","CPI","TOT","AGRWTH","A","2013",6.204336,
"BRA","CPI","TOT","AGRWTH","A","2014",6.329152,
"BRA","CPI","TOT","AGRWTH","A","2015",9.029807,
"BRA","CPI","TOT","AGRWTH","A","2016",8.739129,
"BRA","CPI","TOT","AGRWTH","A","2017",3.446367,
"BRA","CPI","TOT","AGRWTH","A","2018",3.66485,
"CHN","CPI","TOT","AGRWTH","A","2000",0.4,
"CHN","CPI","TOT","AGRWTH","A","2001",0.7,
"CHN","CPI","TOT","AGRWTH","A","2002",-0.8,
"CHN","CPI","TOT","AGRWTH","A","2003",1.2,
"CHN","CPI","TOT","AGRWTH","A","2004",3.9,
"CHN","CPI","TOT","AGRWTH","A","2005",1.8,
"CHN","CPI","TOT","AGRWTH","A","2006",1.5,
"CHN","CPI","TOT","AGRWTH","A","2007",4.8,
"CHN","CPI","TOT","AGRWTH","A","2008",5.9,
"CHN","CPI","TOT","AGRWTH","A","2009",-0.7,
"CHN","CPI","TOT","AGRWTH","A","2010",3.3,
"CHN","CPI","TOT","AGRWTH","A","2011",5.4,
"CHN","CPI","TOT","AGRWTH","A","2012",2.6,
"CHN","CPI","TOT","AGRWTH","A","2013",2.6,
"CHN","CPI","TOT","AGRWTH","A","2014",2,
"CHN","CPI","TOT","AGRWTH","A","2015",1.4,
"CHN","CPI","TOT","AGRWTH","A","2016",2,
"CHN","CPI","TOT","AGRWTH","A","2017",1.6,
"CHN","CPI","TOT","AGRWTH","A","2018",2.1,
"IND","CPI","TOT","AGRWTH","A","2000",4.009434,
"IND","CPI","TOT","AGRWTH","A","2001",3.779289,
"IND","CPI","TOT","AGRWTH","A","2002",4.29716,
"IND","CPI","TOT","AGRWTH","A","2003",3.805866,
"IND","CPI","TOT","AGRWTH","A","2004",3.767238,
"IND","CPI","TOT","AGRWTH","A","2005",4.246353,
"IND","CPI","TOT","AGRWTH","A","2006",5.796516,
"IND","CPI","TOT","AGRWTH","A","2007",6.372881,
"IND","CPI","TOT","AGRWTH","A","2008",8.349267,
"IND","CPI","TOT","AGRWTH","A","2009",10.88235,
"IND","CPI","TOT","AGRWTH","A","2010",11.98939,
"IND","CPI","TOT","AGRWTH","A","2011",8.858361,
"IND","CPI","TOT","AGRWTH","A","2012",9.312446,
"IND","CPI","TOT","AGRWTH","A","2013",10.90764,
"IND","CPI","TOT","AGRWTH","A","2014",6.353195,
"IND","CPI","TOT","AGRWTH","A","2015",5.872427,
"IND","CPI","TOT","AGRWTH","A","2016",4.941027,
"IND","CPI","TOT","AGRWTH","A","2017",2.490887,
"IND","CPI","TOT","AGRWTH","A","2018",4.8607,
"IDN","CPI","TOT","AGRWTH","A","2000",3.688618,
"IDN","CPI","TOT","AGRWTH","A","2001",11.50012,
"IDN","CPI","TOT","AGRWTH","A","2002",11.90012,
"IDN","CPI","TOT","AGRWTH","A","2003",6.757316,
"IDN","CPI","TOT","AGRWTH","A","2004",6.06406,
"IDN","CPI","TOT","AGRWTH","A","2005",10.4532,
"IDN","CPI","TOT","AGRWTH","A","2006",13.10867,
"IDN","CPI","TOT","AGRWTH","A","2007",6.406562,
"IDN","CPI","TOT","AGRWTH","A","2008",10.22667,
"IDN","CPI","TOT","AGRWTH","A","2009",4.386416,
"IDN","CPI","TOT","AGRWTH","A","2010",5.134203,
"IDN","CPI","TOT","AGRWTH","A","2011",5.356048,
"IDN","CPI","TOT","AGRWTH","A","2012",4.279512,
"IDN","CPI","TOT","AGRWTH","A","2013",6.4125,
"IDN","CPI","TOT","AGRWTH","A","2014",6.394926,
"IDN","CPI","TOT","AGRWTH","A","2015",6.363121,
"IDN","CPI","TOT","AGRWTH","A","2016",3.525805,
"IDN","CPI","TOT","AGRWTH","A","2017",3.808798,
"IDN","CPI","TOT","AGRWTH","A","2018",3.198346,
"RUS","CPI","TOT","AGRWTH","A","2000",20.79877,
"RUS","CPI","TOT","AGRWTH","A","2001",21.47701,
"RUS","CPI","TOT","AGRWTH","A","2002",15.78873,
"RUS","CPI","TOT","AGRWTH","A","2003",13.66329,
"RUS","CPI","TOT","AGRWTH","A","2004",10.88861,
"RUS","CPI","TOT","AGRWTH","A","2005",12.68531,
"RUS","CPI","TOT","AGRWTH","A","2006",9.668655,
"RUS","CPI","TOT","AGRWTH","A","2007",9.007296,
"RUS","CPI","TOT","AGRWTH","A","2008",14.11077,
"RUS","CPI","TOT","AGRWTH","A","2009",11.64733,
"RUS","CPI","TOT","AGRWTH","A","2010",6.849392,
"RUS","CPI","TOT","AGRWTH","A","2011",8.440471,
"RUS","CPI","TOT","AGRWTH","A","2012",5.074733,
"RUS","CPI","TOT","AGRWTH","A","2013",6.754672,
"RUS","CPI","TOT","AGRWTH","A","2014",7.820169,
"RUS","CPI","TOT","AGRWTH","A","2015",15.5344,
"RUS","CPI","TOT","AGRWTH","A","2016",7.042436,
"RUS","CPI","TOT","AGRWTH","A","2017",3.683334,
"RUS","CPI","TOT","AGRWTH","A","2018",2.878305,
"ZAF","CPI","TOT","AGRWTH","A","2000",5.338953,
"ZAF","CPI","TOT","AGRWTH","A","2001",5.7019,
"ZAF","CPI","TOT","AGRWTH","A","2002",9.49471,
"ZAF","CPI","TOT","AGRWTH","A","2003",5.679419,
"ZAF","CPI","TOT","AGRWTH","A","2004",-0.692031,
"ZAF","CPI","TOT","AGRWTH","A","2005",2.06285,
"ZAF","CPI","TOT","AGRWTH","A","2006",3.243906,
"ZAF","CPI","TOT","AGRWTH","A","2007",6.177805,
"ZAF","CPI","TOT","AGRWTH","A","2008",10.05529,
"ZAF","CPI","TOT","AGRWTH","A","2009",7.264562,
"ZAF","CPI","TOT","AGRWTH","A","2010",4.063539,
"ZAF","CPI","TOT","AGRWTH","A","2011",5.017158,
"ZAF","CPI","TOT","AGRWTH","A","2012",5.723944,
"ZAF","CPI","TOT","AGRWTH","A","2013",5.776404,
"ZAF","CPI","TOT","AGRWTH","A","2014",6.13602,
"ZAF","CPI","TOT","AGRWTH","A","2015",4.509208,
"ZAF","CPI","TOT","AGRWTH","A","2016",6.594604,
"ZAF","CPI","TOT","AGRWTH","A","2017",5.181082,
"ZAF","CPI","TOT","AGRWTH","A","2018",4.504578,
"SAU","CPI","TOT","AGRWTH","A","2000",-1.125,
"SAU","CPI","TOT","AGRWTH","A","2001",-1.120944,
"SAU","CPI","TOT","AGRWTH","A","2002",0.2471872,
"SAU","CPI","TOT","AGRWTH","A","2003",0.6121929,
"SAU","CPI","TOT","AGRWTH","A","2004",0.5155075,
"SAU","CPI","TOT","AGRWTH","A","2005",0.4792332,
"SAU","CPI","TOT","AGRWTH","A","2006",2.20902,
"SAU","CPI","TOT","AGRWTH","A","2007",4.167827,
"SAU","CPI","TOT","AGRWTH","A","2008",9.870246,
"SAU","CPI","TOT","AGRWTH","A","2009",5.057225,
"SAU","CPI","TOT","AGRWTH","A","2010",5.339416,
"SAU","CPI","TOT","AGRWTH","A","2011",5.826217,"B"
"SAU","CPI","TOT","AGRWTH","A","2012",2.86627,
"SAU","CPI","TOT","AGRWTH","A","2013",3.511042,
"SAU","CPI","TOT","AGRWTH","A","2014",2.241853,
"SAU","CPI","TOT","AGRWTH","A","2015",1.222693,
"SAU","CPI","TOT","AGRWTH","A","2016",2.053471,
"SAU","CPI","TOT","AGRWTH","A","2017",-0.8348457,
"SAU","CPI","TOT","AGRWTH","A","2018",2.465943,
"ARG","CPI","TOT","AGRWTH","A","2018",34.27723,
