"LOCATION","INDICATOR","SUBJECT","MEASURE","FREQUENCY","TIME","Value","Flag Codes"
"GBR","SHPRICE","TOT","IDX2015","A","2008",81.40406,
"GBR","SHPRICE","TOT","IDX2015","A","2009",69.23383,
"GBR","SHPRICE","TOT","IDX2015","A","2010",82.91277,
"GBR","SHPRICE","TOT","IDX2015","A","2011",86.29498,
"GBR","SHPRICE","TOT","IDX2015","A","2012",87.05782,
"GBR","SHPRICE","TOT","IDX2015","A","2013",98.11622,
"GBR","SHPRICE","TOT","IDX2015","A","2014",101.3356,
"GBR","SHPRICE","TOT","IDX2015","A","2015",100,
"GBR","SHPRICE","TOT","IDX2015","A","2016",98.14618,
"GBR","SHPRICE","TOT","IDX2015","A","2017",111.8835,
"GBR","SHPRICE","TOT","IDX2015","A","2018",111.5282,
"USA","SHPRICE","TOT","IDX2015","A","2000",63.72674,
"USA","SHPRICE","TOT","IDX2015","A","2001",59.98403,
"USA","SHPRICE","TOT","IDX2015","A","2002",52.27592,
"USA","SHPRICE","TOT","IDX2015","A","2003",51.0275,
"USA","SHPRICE","TOT","IDX2015","A","2004",61.9426,
"USA","SHPRICE","TOT","IDX2015","A","2005",68.82951,
"USA","SHPRICE","TOT","IDX2015","A","2006",78.27296,
"USA","SHPRICE","TOT","IDX2015","A","2007",90.35461,
"USA","SHPRICE","TOT","IDX2015","A","2008",75.2883,
"USA","SHPRICE","TOT","IDX2015","A","2009",57.05276,
"USA","SHPRICE","TOT","IDX2015","A","2010",67.69056,
"USA","SHPRICE","TOT","IDX2015","A","2011",73.72998,
"USA","SHPRICE","TOT","IDX2015","A","2012",75.00751,
"USA","SHPRICE","TOT","IDX2015","A","2013",88.2661,
"USA","SHPRICE","TOT","IDX2015","A","2014",99.80853,
"USA","SHPRICE","TOT","IDX2015","A","2015",100,
"USA","SHPRICE","TOT","IDX2015","A","2016",97.23914,
"USA","SHPRICE","TOT","IDX2015","A","2017",110.9174,
"USA","SHPRICE","TOT","IDX2015","A","2018",118.4078,
"BRA","SHPRICE","TOT","IDX2015","A","2000",32.66668,
"BRA","SHPRICE","TOT","IDX2015","A","2001",28.20103,
"BRA","SHPRICE","TOT","IDX2015","A","2002",23.08524,
"BRA","SHPRICE","TOT","IDX2015","A","2003",28.97117,
"BRA","SHPRICE","TOT","IDX2015","A","2004",44.82054,
"BRA","SHPRICE","TOT","IDX2015","A","2005",55.31696,
"BRA","SHPRICE","TOT","IDX2015","A","2006",76.58134,
"BRA","SHPRICE","TOT","IDX2015","A","2007",106.9468,
"BRA","SHPRICE","TOT","IDX2015","A","2008",111.0512,
"BRA","SHPRICE","TOT","IDX2015","A","2009",105.9001,
"BRA","SHPRICE","TOT","IDX2015","A","2010",135.1391,
"BRA","SHPRICE","TOT","IDX2015","A","2011",123.1824,
"BRA","SHPRICE","TOT","IDX2015","A","2012",119.8612,
"BRA","SHPRICE","TOT","IDX2015","A","2013",107.9247,
"BRA","SHPRICE","TOT","IDX2015","A","2014",105.7618,
"BRA","SHPRICE","TOT","IDX2015","A","2015",100,
"BRA","SHPRICE","TOT","IDX2015","A","2016",106.7123,
"BRA","SHPRICE","TOT","IDX2015","A","2017",136.843,
"BRA","SHPRICE","TOT","IDX2015","A","2018",164.1337,
"CHN","SHPRICE","TOT","IDX2015","A","2000",50.45588,
"CHN","SHPRICE","TOT","IDX2015","A","2001",53.02361,
"CHN","SHPRICE","TOT","IDX2015","A","2002",42.41256,
"CHN","SHPRICE","TOT","IDX2015","A","2003",39.7118,
"CHN","SHPRICE","TOT","IDX2015","A","2004",40.26295,
"CHN","SHPRICE","TOT","IDX2015","A","2005",31.32482,
"CHN","SHPRICE","TOT","IDX2015","A","2006",43.70474,
"CHN","SHPRICE","TOT","IDX2015","A","2007",114.0021,
"CHN","SHPRICE","TOT","IDX2015","A","2008",82.77369,
"CHN","SHPRICE","TOT","IDX2015","A","2009",74.00108,
"CHN","SHPRICE","TOT","IDX2015","A","2010",76.56194,
"CHN","SHPRICE","TOT","IDX2015","A","2011",72.19923,
"CHN","SHPRICE","TOT","IDX2015","A","2012",60.07354,
"CHN","SHPRICE","TOT","IDX2015","A","2013",59.48183,
"CHN","SHPRICE","TOT","IDX2015","A","2014",60.35364,
"CHN","SHPRICE","TOT","IDX2015","A","2015",100,
"CHN","SHPRICE","TOT","IDX2015","A","2016",81.16949,
"CHN","SHPRICE","TOT","IDX2015","A","2017",87.87812,
"CHN","SHPRICE","TOT","IDX2015","A","2018",79.73399,
"IND","SHPRICE","TOT","IDX2015","A","2000",16.87026,
"IND","SHPRICE","TOT","IDX2015","A","2001",12.73223,
"IND","SHPRICE","TOT","IDX2015","A","2002",11.91889,
"IND","SHPRICE","TOT","IDX2015","A","2003",14.09408,
"IND","SHPRICE","TOT","IDX2015","A","2004",20.35729,
"IND","SHPRICE","TOT","IDX2015","A","2005",26.9832,
"IND","SHPRICE","TOT","IDX2015","A","2006",41.81253,
"IND","SHPRICE","TOT","IDX2015","A","2007",56.8198,
"IND","SHPRICE","TOT","IDX2015","A","2008",52.72863,
"IND","SHPRICE","TOT","IDX2015","A","2009",49.68023,
"IND","SHPRICE","TOT","IDX2015","A","2010",66.46271,
"IND","SHPRICE","TOT","IDX2015","A","2011",65.03504,
"IND","SHPRICE","TOT","IDX2015","A","2012",64.54039,
"IND","SHPRICE","TOT","IDX2015","A","2013",72.01601,
"IND","SHPRICE","TOT","IDX2015","A","2014",90.13815,
"IND","SHPRICE","TOT","IDX2015","A","2015",100,
"IND","SHPRICE","TOT","IDX2015","A","2016",96.40953,
"IND","SHPRICE","TOT","IDX2015","A","2017",112.9727,
"IND","SHPRICE","TOT","IDX2015","A","2018",129.4305,
"IDN","SHPRICE","TOT","IDX2015","A","2000",10.35827,
"IDN","SHPRICE","TOT","IDX2015","A","2001",8.224827,
"IDN","SHPRICE","TOT","IDX2015","A","2002",9.206019,
"IDN","SHPRICE","TOT","IDX2015","A","2003",10.39737,
"IDN","SHPRICE","TOT","IDX2015","A","2004",16.22005,
"IDN","SHPRICE","TOT","IDX2015","A","2005",22.17092,
"IDN","SHPRICE","TOT","IDX2015","A","2006",29.01402,
"IDN","SHPRICE","TOT","IDX2015","A","2007",44.32719,
"IDN","SHPRICE","TOT","IDX2015","A","2008",42.81182,
"IDN","SHPRICE","TOT","IDX2015","A","2009",40.30956,
"IDN","SHPRICE","TOT","IDX2015","A","2010",62.26179,
"IDN","SHPRICE","TOT","IDX2015","A","2011",75.94727,
"IDN","SHPRICE","TOT","IDX2015","A","2012",83.6391,
"IDN","SHPRICE","TOT","IDX2015","A","2013",93.55501,
"IDN","SHPRICE","TOT","IDX2015","A","2014",100.0018,
"IDN","SHPRICE","TOT","IDX2015","A","2015",100,
"IDN","SHPRICE","TOT","IDX2015","A","2016",102.3611,
"IDN","SHPRICE","TOT","IDX2015","A","2017",116.9637,
"IDN","SHPRICE","TOT","IDX2015","A","2018",124.0269,
"RUS","SHPRICE","TOT","IDX2015","A","2000",12.30348,
"RUS","SHPRICE","TOT","IDX2015","A","2001",11.19945,
"RUS","SHPRICE","TOT","IDX2015","A","2002",17.82733,
"RUS","SHPRICE","TOT","IDX2015","A","2003",25.10603,
"RUS","SHPRICE","TOT","IDX2015","A","2004",33.88972,
"RUS","SHPRICE","TOT","IDX2015","A","2005",42.30698,
"RUS","SHPRICE","TOT","IDX2015","A","2006",81.17259,
"RUS","SHPRICE","TOT","IDX2015","A","2007",102.1392,
"RUS","SHPRICE","TOT","IDX2015","A","2008",81.55727,
"RUS","SHPRICE","TOT","IDX2015","A","2009",60.2296,
"RUS","SHPRICE","TOT","IDX2015","A","2010",85.08493,
"RUS","SHPRICE","TOT","IDX2015","A","2011",95.44629,
"RUS","SHPRICE","TOT","IDX2015","A","2012",86.31933,
"RUS","SHPRICE","TOT","IDX2015","A","2013",85.55556,
"RUS","SHPRICE","TOT","IDX2015","A","2014",84.90231,
"RUS","SHPRICE","TOT","IDX2015","A","2015",100,
"RUS","SHPRICE","TOT","IDX2015","A","2016",114.6625,
"RUS","SHPRICE","TOT","IDX2015","A","2017",121.157,
"RUS","SHPRICE","TOT","IDX2015","A","2018",137.3069,
"ZAF","SHPRICE","TOT","IDX2015","A","2000",15.24859,
"ZAF","SHPRICE","TOT","IDX2015","A","2001",17.0357,
"ZAF","SHPRICE","TOT","IDX2015","A","2002",19.89727,
"ZAF","SHPRICE","TOT","IDX2015","A","2003",17.15743,
"ZAF","SHPRICE","TOT","IDX2015","A","2004",21.2661,
"ZAF","SHPRICE","TOT","IDX2015","A","2005",28.46781,
"ZAF","SHPRICE","TOT","IDX2015","A","2006",40.95665,
"ZAF","SHPRICE","TOT","IDX2015","A","2007",54.49379,
"ZAF","SHPRICE","TOT","IDX2015","A","2008",51.8544,
"ZAF","SHPRICE","TOT","IDX2015","A","2009",44.93449,
"ZAF","SHPRICE","TOT","IDX2015","A","2010",55.11971,
"ZAF","SHPRICE","TOT","IDX2015","A","2011",61.01483,
"ZAF","SHPRICE","TOT","IDX2015","A","2012",67.73363,
"ZAF","SHPRICE","TOT","IDX2015","A","2013",80.60722,
"ZAF","SHPRICE","TOT","IDX2015","A","2014",94.83372,
"ZAF","SHPRICE","TOT","IDX2015","A","2015",100,
"ZAF","SHPRICE","TOT","IDX2015","A","2016",99.2396,
"ZAF","SHPRICE","TOT","IDX2015","A","2017",105.6489,
"ZAF","SHPRICE","TOT","IDX2015","A","2018",108.7575,
